-0.57,0
-0.565,-0.06925
-0.56,0.05351
-0.555,-0.11174
-0.55,-0.08498
-0.545,-0.05823
-0.54,0.16052
-0.535,0.09128.6 
-0.53,0.21403
-0.525,0.24079
-0.52,0.26754
-0.515,0.1983
-0.51,0.32105
-0.505,0.3478
-0.5,0.37456
-0.495,0.30531
-0.49,0.33207
-0.485,0.35882
-0.48,0.28957
-0.475,0.41233
-0.47,0.63108
-0.465,0.36984
-0.46,0.39659
-0.455,0.32734
-0.45,0.4501
-0.445,0.38085
-0.44,0.40761
-0.435,0.43436
-0.43,0.26911
-0.425,0.39187
-0.42,0.41862
-0.415,0.34938
-0.41,0.47213
-0.405,0.59489
-0.4,0.42964
-0.395,0.45639
-0.39,0.48315
-0.385,0.5099
-0.38,0.44066
-0.375,0.37141
-0.37,0.39816
-0.365,0.23292
-0.36,0.25967
-0.355,0.19043
-0.35,0.12118
-0.345,0.14793
-0.34,0.07869
-0.335,0.10544
-0.33,0.1322
-0.325,0.06295
-0.32,-0.0063
-0.315,-0.07554
-0.31,-0.14479
-0.305,-0.21403
-0.3,-0.37928
-0.295,-0.35252
-0.29,-0.32577
-0.285,-0.20302
-0.28,-0.08026
-0.275,0.04249
-0.27,0.06925
-0.265,0.096
-0.26,0.21875
-0.255,0.24551
-0.25,0.27226
-0.245,0.39502
-0.24,0.42177
-0.235,0.35252
-0.23,0.47528
-0.225,0.40603
-0.22,0.43279
-0.215,0.45954
-0.21,0.3903
-0.205,0.41705
-0.2,0.3478
-0.195,0.27856
-0.19,0.20931
-0.185,0.14007
-0.18,0.16682
-0.175,0.09757
-0.17,0.22033
-0.165,0.24708
-0.16,0.17784
-0.155,0.30059
-0.15,0.32734
-0.145,0.2581
-0.14,0.18885
-0.135,0.11961
-0.13,0.14636
-0.125,0.26911
-0.12,0.39187
-0.115,0.32262
-0.11,0.25338
-0.105,0.08813
-0.1,0.11489
-0.095,0.14164
-0.09,0.26439
-0.085,0.38715
-0.08,0.5099
-0.075,0.92066
-0.07,-0.20459
-0.065,1.16616
-0.06,1.38492
-0.055,6.01967
-0.05,1.15043
-0.045,-2.95082
-0.04,-9.35607
-0.035,-11.82531
-0.03,-10.83856
-0.025,-4.4758
-0.02,1.69495
-0.015,6.5217
-0.01,9.62046
-0.005,10.51121
6.62E-18,12.45797
0.005,13.73272
0.01,16.83148
0.015,16.47423
0.02,15.34898
0.025,15.66374
0.03,19.53049
0.035,25.79725
0.04,31.296
0.045,37.08275
0.05,39.22151
0.055,40.40026
0.06,39.08302
0.065,41.12577
0.07,43.74452
0.075,47.13128
0.08,49.17403
0.085,53.80879
0.09,58.73154
0.095,62.1183
