time us,current kA
1.02,110.28075
1.02,110.56575
1.02,110.56575
1.02,110.56575
1.02,110.56575
1.02,110.56575
1.02,110.56575
1.02,110.56575
1.02,110.56575
1.02,110.56575
1.03,110.56575
1.03,110.56575
1.03,110.56575
1.03,110.70825
1.03,111.81975
1.03,111.67725
1.03,112.16175
1.03,112.7175
1.03,114.114
1.03,115.43925
1.04,111.39225
1.04,113.13075
1.04,112.0905
1.04,109.098
1.04,110.8365
1.04,110.56575
1.04,110.56575
1.04,110.56575
1.04,110.56575
1.04,110.70825
1.05,111.81975
1.05,112.233
1.05,115.2255
1.05,113.90025
1.05,114.18525
1.05,114.18525
1.05,111.67725
1.05,113.3445
1.05,112.7175
1.05,112.44675
1.06,112.44675
1.06,112.44675
1.06,112.44675
1.06,112.7175
1.06,114.114
1.06,115.43925
1.06,114.456
1.06,114.81225
1.06,114.81225
1.06,114.81225
1.07,114.456
1.07,113.202
1.07,111.891
1.07,112.7175
1.07,112.44675
1.07,112.44675
1.07,112.7175
1.07,115.5675
1.07,113.90025
1.07,114.456
1.08,115.083
1.08,117.86175
1.08,116.26575
1.08,116.89275
1.08,116.89275
1.08,115.63875
1.08,114.18525
1.08,115.083
1.08,114.81225
1.08,114.81225
1.09,114.81225
1.09,114.81225
1.09,114.81225
1.09,115.083
1.09,116.40825
1.09,117.86175
1.09,116.89275
1.09,117.17775
1.09,117.17775
1.09,117.17775
1.1,117.17775
1.1,117.17775
1.1,116.89275
1.1,115.63875
1.1,114.18525
1.1,115.083
1.1,114.81225
1.1,115.083
1.1,116.40825
1.1,117.86175
1.11,116.89275
1.11,117.4485
1.11,120.99675
1.11,118.0755
1.11,118.56
1.11,118.845
1.11,120.79725
1.11,115.8525
1.11,116.55075
1.11,117.4485
1.12,117.17775
1.12,117.17775
1.12,117.17775
1.12,117.17775
1.12,119.6715
1.12,118.00425
1.12,118.56
1.12,119.187
1.12,119.472
1.12,119.472
1.13,119.472
1.13,119.472
1.13,119.472
1.13,119.472
1.13,119.187
1.13,116.679
1.13,118.77375
1.13,118.91625
1.13,119.187
1.13,119.472
1.14,121.98
1.14,120.2985
1.14,120.85425
1.14,121.42425
1.14,121.42425
1.14,120.17025
1.14,118.7025
1.14,119.40075
1.14,118.845
1.14,118.845
1.15,118.845
1.15,119.187
1.15,121.98
1.15,120.2985
1.15,120.85425
1.15,121.42425
1.15,121.695
1.15,121.695
1.15,121.695
1.15,121.695
1.16,121.695
1.16,121.695
1.16,121.695
1.16,121.42425
1.16,121.2105
1.16,121.2105
1.16,121.2105
1.16,121.42425
1.16,121.695
1.16,121.695
1.17,121.695
1.17,121.695
1.17,121.695
1.17,124.203
1.17,122.4645
1.17,124.4025
1.17,122.8065
1.17,120.2985
1.17,121.98
1.17,121.695
1.18,121.695
1.18,121.695
1.18,124.203
1.18,122.53575
1.18,123.0915
1.18,123.576
1.18,123.84675
1.18,123.84675
1.18,124.13175
1.18,124.47375
1.19,124.47375
1.19,124.47375
1.19,124.13175
1.19,123.84675
1.19,123.84675
1.19,123.576
1.19,123.36225
1.19,123.36225
1.19,123.36225
1.19,123.576
1.2,123.84675
1.2,123.84675
1.2,123.84675
1.2,123.84675
1.2,123.84675
1.2,123.84675
1.2,124.13175
1.2,124.47375
1.2,124.47375
1.2,124.47375
1.21,124.13175
1.21,123.84675
1.21,123.84675
1.21,126.35475
1.21,124.75875
1.21,126.768
1.21,125.9415
1.21,126.49725
1.21,129.00525
1.21,126.711
1.22,126.768
1.22,126.49725
1.22,126.21225
1.22,125.9415
1.22,125.3145
1.22,122.53575
1.22,124.13175
1.22,123.84675
1.22,126.35475
1.22,124.75875
1.23,125.3145
1.23,128.4495
1.23,126.98175
1.23,128.934
1.23,127.95075
1.23,127.95075
1.23,127.46625
1.23,124.6875
1.23,126.426
1.23,126.21225
1.24,126.21225
1.24,126.21225
1.24,126.21225
1.24,126.21225
1.24,126.21225
1.24,128.72025
1.24,126.98175
1.24,128.934
1.24,127.95075
1.24,128.23575
1.25,128.23575
1.25,128.23575
1.25,128.23575
1.25,128.23575
1.25,128.23575
1.25,127.95075
1.25,127.68
1.25,127.68
1.25,127.68
1.25,127.95075
1.26,130.74375
1.26,129.14775
1.26,131.71275
1.26,127.26675
1.26,131.99775
1.26,129.48975
1.26,132.411
1.26,127.26675
1.26,127.5375
1.26,128.57775
1.27,128.23575
1.27,128.23575
1.27,128.23575
1.27,128.23575
1.27,128.23575
1.27,128.23575
1.27,130.74375
1.27,129.14775
1.27,129.7605
1.27,130.3875
1.28,130.74375
1.28,130.74375
1.28,130.74375
1.28,130.74375
1.28,130.74375
1.28,130.3875
1.28,130.0455
1.28,129.7035
1.28,129.34725
1.28,129.7035
1.29,130.0455
1.29,130.3875
1.29,130.74375
1.29,130.74375
1.29,130.74375
1.29,130.74375
1.29,130.74375
1.29,130.74375
1.29,130.74375
1.29,130.74375
1.3,130.74375
1.3,130.74375
1.3,130.74375
1.3,130.74375
1.3,130.74375
1.3,131.0145
1.3,134.292
1.3,131.51325
1.3,132.753
1.3,133.10925
1.31,133.10925
1.31,133.10925
1.31,133.10925
1.31,133.10925
1.31,134.99025
1.31,129.276
1.31,129.83175
1.31,131.0145
1.31,130.74375
1.31,130.74375
1.32,133.30875
1.32,131.6415
1.32,132.2685
1.32,132.82425
1.32,133.10925
1.32,133.10925
1.32,133.10925
1.32,133.10925
1.32,133.10925
1.32,133.10925
1.33,134.99025
1.33,129.276
1.33,132.069
1.33,131.9265
1.33,132.2685
1.33,135.33225
1.33,136.10175
1.33,133.665
1.33,134.919
1.33,135.18975
1.34,137.142
1.34,133.665
1.34,131.6415
1.34,133.38
1.34,133.10925
1.34,133.10925
1.34,133.10925
1.34,133.10925
1.34,133.10925
1.34,135.61725
1.35,136.10175
1.35,133.665
1.35,134.919
1.35,135.18975
1.35,135.18975
1.35,135.18975
1.35,135.18975
1.35,135.18975
1.35,135.18975
1.35,134.919
1.36,134.36325
1.36,131.9265
1.36,136.9995
1.36,133.665
1.36,134.919
1.36,135.18975
1.36,137.69775
1.36,135.81675
1.36,136.10175
1.36,136.44375
1.37,136.10175
1.37,133.59375
1.37,135.47475
1.37,135.18975
1.37,135.18975
1.37,135.18975
1.37,135.18975
1.37,135.18975
1.37,135.18975
1.37,135.18975
1.38,135.18975
1.38,135.4035
1.38,138.95175
1.38,135.81675
1.38,137.21325
1.38,137.484
1.38,137.484
1.38,137.484
1.38,137.484
1.38,137.484
1.39,137.21325
1.39,134.634
1.39,138.95175
1.39,133.59375
1.39,136.72875
1.39,136.857
1.39,137.21325
1.39,137.484
1.39,137.484
1.39,137.484
1.4,139.992
1.4,138.111
1.4,138.111
1.4,138.396
1.4,140.619
1.4,138.111
1.4,135.81675
1.4,137.769
1.4,137.484
1.4,137.484
1.41,137.484
1.41,137.484
1.41,139.992
1.41,138.396
1.41,138.95175
1.41,139.5075
1.41,139.8495
1.41,139.8495
1.41,139.8495
1.41,139.5075
1.42,138.95175
1.42,136.173
1.42,137.769
1.42,137.484
1.42,137.484
1.42,139.992
1.42,138.396
1.42,138.95175
1.42,139.5075
1.42,142.28625
1.43,140.34825
1.43,142.28625
1.43,138.111
1.43,140.06325
1.43,139.8495
1.43,139.8495
1.43,139.8495
1.43,139.5075
1.43,139.23675
1.43,139.23675
1.44,139.23675
1.44,139.5075
1.44,142.28625
1.44,140.34825
1.44,140.54775
1.44,140.83275
1.44,140.54775
1.44,138.111
1.44,140.06325
1.44,139.8495
1.45,139.8495
1.45,139.8495
1.45,139.8495
1.45,139.8495
1.45,139.8495
1.45,139.8495
1.45,139.8495
1.45,142.28625
1.45,140.54775
1.45,141.03225
1.46,141.531
1.46,141.80175
1.46,141.80175
1.46,141.80175
1.46,141.531
1.46,141.03225
1.46,138.32475
1.46,140.06325
1.46,142.28625
1.46,140.54775
1.47,141.03225
1.47,141.531
1.47,141.80175
1.47,141.80175
1.47,141.80175
1.47,141.80175
1.47,141.80175
1.47,141.80175
1.47,141.80175
1.47,141.80175
1.48,141.80175
1.48,141.80175
1.48,141.80175
1.48,141.80175
1.48,141.80175
1.48,141.80175
1.48,141.80175
1.48,141.80175
1.48,144.3525
1.48,142.5
1.49,142.785
1.49,142.158
1.49,143.4975
1.49,142.785
1.49,142.785
1.49,144.3525
1.49,140.34825
1.49,142.28625
1.49,144.495
1.49,144.3525
1.5,142.5
1.5,142.785
1.5,143.07
1.5,143.64
1.5,143.925
1.5,143.925
1.5,143.925
1.5,143.925
1.5,143.925
1.5,143.925
1.51,143.64
1.51,143.07
1.51,140.34825
1.51,144.495
1.51,142.5
1.51,143.07
1.51,143.64
1.51,143.925
1.51,143.925
1.51,143.925
1.52,143.925
1.52,143.925
1.52,144.21
1.52,144.495
1.52,144.495
1.52,144.495
1.52,144.21
1.52,143.925
1.52,143.925
1.52,143.925
1.53,143.925
1.53,143.925
1.53,146.3475
1.53,144.78
1.53,145.35
1.53,145.7775
1.53,146.0625
1.53,146.0625
1.53,146.0625
1.53,145.7775
1.54,145.35
1.54,142.5
1.54,144.21
1.54,143.925
1.54,143.925
1.54,143.925
1.54,146.3475
1.54,144.78
1.54,145.35
1.54,145.7775
1.55,146.0625
1.55,145.7775
1.55,145.4925
1.55,145.4925
1.55,145.4925
1.55,145.7775
1.55,146.0625
1.55,146.0625
1.55,146.0625
1.55,146.0625
1.56,146.0625
1.56,146.0625
1.56,146.0625
1.56,146.0625
1.56,146.0625
1.56,146.0625
1.56,146.3475
1.56,146.6325
1.56,146.6325
1.56,146.6325
1.57,146.3475
1.57,146.0625
1.57,146.0625
1.57,146.0625
1.57,146.0625
1.57,146.0625
1.57,146.0625
1.57,146.3475
1.57,148.77
1.57,146.49
1.58,147.7725
1.58,147.63
1.58,147.915
1.58,148.0575
1.58,147.7725
1.58,147.4875
1.58,144.78
1.58,146.6325
1.58,146.3475
1.58,146.0625
1.59,146.0625
1.59,146.0625
1.59,146.3475
1.59,149.055
1.59,147.4875
1.59,148.0575
1.59,148.3425
1.59,148.3425
1.59,148.3425
1.59,148.3425
1.6,148.3425
1.6,148.3425
1.6,147.915
1.6,145.4925
1.6,147.7725
1.6,147.63
1.6,147.915
1.6,148.3425
1.6,148.3425
1.6,148.485
1.61,151.05
1.61,148.9125
1.61,148.77
1.61,148.485
1.61,148.3425
1.61,148.3425
1.61,148.3425
1.61,148.3425
1.61,148.3425
1.61,148.3425
1.62,148.3425
1.62,148.3425
1.62,148.485
1.62,151.335
1.62,149.625
1.62,150.195
1.62,150.6225
1.62,150.6225
1.62,150.3375
1.62,148.9125
1.63,149.055
1.63,148.485
1.63,148.3425
1.63,148.3425
1.63,148.3425
1.63,148.485
1.63,151.335
1.63,151.1925
1.63,150.3375
1.63,150.6225
1.64,150.6225
1.64,150.6225
1.64,150.6225
1.64,150.6225
1.64,150.6225
1.64,150.6225
1.64,150.6225
1.64,150.195
1.64,149.91
1.64,149.91
1.65,149.91
1.65,150.195
1.65,150.6225
1.65,150.6225
1.65,150.6225
1.65,150.6225
1.65,150.6225
1.65,150.6225
1.65,150.6225
1.65,150.6225
1.66,150.6225
1.66,150.6225
1.66,150.6225
1.66,150.6225
1.66,150.6225
1.66,150.6225
1.66,150.6225
1.66,150.6225
1.66,150.6225
1.66,150.9075
1.67,152.19
1.67,153.4725
1.67,152.0475
1.67,152.0475
1.67,151.7625
1.67,151.7625
1.67,149.1975
1.67,151.1925
1.67,150.9075
1.67,150.6225
1.68,150.6225
1.68,150.6225
1.68,150.9075
1.68,153.4725
1.68,151.4775
1.68,152.0475
1.68,152.3325
1.68,152.6175
1.68,152.9025
1.68,152.9025
1.69,152.9025
1.69,152.6175
1.69,152.0475
1.69,149.4825
1.69,152.19
1.69,151.1925
1.69,152.19
1.69,151.7625
1.69,152.0475
1.69,152.6175
1.7,152.9025
1.7,152.9025
1.7,152.9025
1.7,152.9025
1.7,152.9025
1.7,152.9025
1.7,152.9025
1.7,152.9025
1.7,152.9025
1.7,152.9025
1.71,152.9025
1.71,152.9025
1.71,152.9025
1.71,152.9025
1.71,152.9025
1.71,152.9025
1.71,152.9025
1.71,152.9025
1.71,152.9025
1.71,152.9025
1.72,152.9025
1.72,152.9025
1.72,152.9025
1.72,152.9025
1.72,152.9025
1.72,152.9025
1.72,152.9025
1.72,152.9025
1.72,155.325
1.72,153.7575
1.73,156.3225
1.73,151.62
1.73,156.8925
1.73,153.9
1.73,154.0425
1.73,151.7625
1.73,156.8925
1.73,153.9
1.73,154.0425
1.73,154.0425
1.74,156.0375
1.74,153.9
1.74,153.9
1.74,154.0425
1.74,154.3275
1.74,154.8975
1.74,155.1825
1.74,155.1825
1.74,155.1825
1.74,155.1825
1.75,155.1825
1.75,155.1825
1.75,155.1825
1.75,155.1825
1.75,155.1825
1.75,154.8975
1.75,154.6125
1.75,154.6125
1.75,154.6125
1.75,154.8975
1.76,155.1825
1.76,155.1825
1.76,155.1825
1.76,155.1825
1.76,155.1825
1.76,155.1825
1.76,155.1825
1.76,154.8975
1.76,154.6125
1.76,154.6125
1.77,154.6125
1.77,154.8975
1.77,155.1825
1.77,155.1825
1.77,155.1825
1.77,155.1825
1.77,155.1825
1.77,155.1825
1.77,155.1825
1.77,155.1825
1.78,155.1825
1.78,155.1825
1.78,155.1825
1.78,155.1825
1.78,155.1825
1.78,155.1825
1.78,155.1825
1.78,155.1825
1.78,157.7475
1.78,156.0375
1.79,156.3225
1.79,155.7525
1.79,156.75
1.79,156.3225
1.79,156.6075
1.79,157.1775
1.79,157.32
1.79,157.32
1.79,157.1775
1.79,154.3275
1.8,156.75
1.8,156.0375
1.8,156.18
1.8,156.75
1.8,156.8925
1.8,157.1775
1.8,157.32
1.8,157.32
1.8,157.32
1.8,157.32
1.81,157.32
1.81,157.32
1.81,157.1775
1.81,154.47
1.81,156.75
1.81,156.75
1.81,157.1775
1.81,157.32
1.81,157.32
1.81,157.32
1.82,157.32
1.82,157.32
1.82,157.32
1.82,157.32
1.82,157.32
1.82,157.32
1.82,157.32
1.82,157.32
1.82,157.32
1.82,157.32
1.83,157.32
1.83,157.32
1.83,157.32
1.83,157.32
1.83,157.32
1.83,157.32
1.83,157.32
1.83,157.605
1.83,162.45
1.83,155.895
1.84,158.0325
1.84,157.605
1.84,157.32
1.84,157.32
1.84,157.32
1.84,157.32
1.84,157.32
1.84,157.32
1.84,157.32
1.84,159.885
1.85,158.3175
1.85,158.8875
1.85,159.6
1.85,159.885
1.85,159.6
1.85,158.8875
1.85,156.0375
1.85,157.605
1.85,157.32
1.85,157.32
1.86,157.32
1.86,157.605
1.86,162.45
1.86,155.895
1.86,159.1725
1.86,159.1725
1.86,159.6
1.86,159.885
1.86,159.885
1.86,159.885
1.87,159.885
1.87,159.885
1.87,159.885
1.87,159.885
1.87,159.885
1.87,159.6
1.87,159.315
1.87,159.315
1.87,159.315
1.87,159.6
1.88,159.885
1.88,159.885
1.88,159.885
1.88,159.885
1.88,159.885
1.88,159.885
1.88,159.885
1.88,159.885
1.88,159.885
1.88,159.885
1.89,159.885
1.89,159.885
1.89,159.885
1.89,159.885
1.89,159.885
1.89,159.885
1.89,162.3075
1.89,160.455
1.89,160.74
1.89,162.3075
1.9,158.3175
1.9,160.17
1.9,159.885
1.9,159.885
1.9,159.885
1.9,159.885
1.9,159.885
1.9,159.885
1.9,159.885
1.9,159.885
1.91,159.885
1.91,159.885
1.91,159.885
1.91,162.3075
1.91,160.455
1.91,162.3075
1.91,160.8825
1.91,160.8825
1.91,158.175
1.91,160.3125
1.92,160.0275
1.92,162.3075
1.92,160.3125
1.92,160.0275
1.92,161.595
1.92,161.1675
1.92,161.31
1.92,161.595
1.92,161.595
1.92,161.595
1.93,161.31
1.93,159.03
1.93,161.595
1.93,162.3075
1.93,160.74
1.93,162.3075
1.93,160.455
1.93,160.74
1.93,160.8825
1.93,161.31
1.94,161.595
1.94,161.595
1.94,161.595
1.94,161.595
1.94,161.595
1.94,161.595
1.94,161.595
1.94,161.595
1.94,161.595
1.94,161.595
1.95,161.595
1.95,161.31
1.95,161.025
1.95,161.025
1.95,161.025
1.95,161.31
1.95,161.595
1.95,161.595
1.95,161.595
1.95,161.595
1.96,161.595
1.96,161.595
1.96,161.595
1.96,161.595
1.96,161.595
1.96,161.595
1.96,161.595
1.96,161.595
1.96,161.595
1.96,161.595
1.97,161.595
1.97,161.595
1.97,161.595
1.97,161.595
1.97,161.595
1.97,161.595
1.97,161.595
1.97,161.595
1.97,161.595
1.97,161.595
1.98,161.595
1.98,161.595
1.98,161.595
1.98,161.595
1.98,161.595
1.98,161.595
1.98,161.595
1.98,161.595
1.98,161.88
1.98,164.73
1.99,162.8775
1.99,162.45
1.99,160.8825
1.99,161.88
1.99,161.595
1.99,161.595
1.99,161.595
1.99,161.595
1.99,161.595
1.99,161.595
2,161.595
2,161.595
2,161.88
2,164.73
2,162.8775
2,162.45
2,163.1625
2,164.73
2,162.8775
2,160.5975
2.01,163.1625
2.01,162.45
2.01,163.1625
2.01,162.8775
2.01,163.1625
2.01,163.7325
2.01,164.0175
2.01,164.0175
2.01,164.0175
2.01,164.0175
2.02,164.0175
2.02,164.0175
2.02,164.0175
2.02,164.0175
2.02,163.7325
2.02,162.45
2.02,163.1625
2.02,162.8775
2.02,163.1625
2.02,163.7325
2.03,164.0175
2.03,164.0175
2.03,164.0175
2.03,164.0175
2.03,164.0175
2.03,164.0175
2.03,164.0175
2.03,164.0175
2.03,164.0175
2.03,164.0175
2.04,164.0175
2.04,164.0175
2.04,164.0175
2.04,164.0175
2.04,164.0175
2.04,164.0175
2.04,164.0175
2.04,164.0175
2.04,164.0175
2.04,164.0175
2.05,164.0175
2.05,164.0175
2.05,164.0175
2.05,164.0175
2.05,164.0175
2.05,164.0175
2.05,164.0175
2.05,164.0175
2.05,164.0175
2.05,164.0175
2.06,164.0175
2.06,164.0175
2.06,164.0175
2.06,164.0175
2.06,164.0175
2.06,164.0175
2.06,164.0175
2.06,164.0175
2.06,164.0175
2.06,164.0175
2.07,164.0175
2.07,164.0175
2.07,164.0175
2.07,164.0175
2.07,164.0175
2.07,164.0175
2.07,164.0175
2.07,164.0175
2.07,164.3025
2.07,164.5875
2.08,164.5875
2.08,164.5875
2.08,164.3025
2.08,164.0175
2.08,164.0175
2.08,164.0175
2.08,164.0175
2.08,164.0175
2.08,164.0175
2.08,164.3025
2.09,166.725
2.09,166.8675
2.09,164.8725
2.09,164.8725
2.09,164.8725
2.09,165.1575
2.09,162.735
2.09,164.5875
2.09,164.3025
2.09,164.0175
2.1,164.0175
2.1,166.44
2.1,164.8725
2.1,166.8675
2.1,165.4425
2.1,165.7275
2.1,165.7275
2.1,166.0125
2.1,166.2975
2.1,166.2975
2.11,166.2975
2.11,166.2975
2.11,166.2975
2.11,166.2975
2.11,166.0125
2.11,166.8675
2.11,162.5925
2.11,164.3025
2.11,164.3025
2.11,164.5875
2.12,166.8675
2.12,162.735
2.12,165.7275
2.12,166.8675
2.12,166.0125
2.12,166.2975
2.12,166.2975
2.12,166.2975
2.12,166.2975
2.12,166.2975
2.13,166.2975
2.13,166.2975
2.13,166.2975
2.13,166.2975
2.13,166.2975
2.13,166.2975
2.13,166.2975
2.13,166.2975
2.13,166.2975
2.13,166.2975
2.14,166.2975
2.14,166.2975
2.14,166.2975
2.14,166.2975
2.14,166.2975
2.14,166.2975
2.14,166.2975
2.14,166.2975
2.14,166.2975
2.14,166.2975
2.15,166.2975
2.15,166.2975
2.15,166.2975
2.15,166.2975
2.15,166.2975
2.15,166.2975
2.15,166.2975
2.15,166.2975
2.15,166.2975
2.15,166.2975
2.16,166.2975
2.16,166.2975
2.16,166.2975
2.16,166.2975
2.16,166.2975
2.16,166.2975
2.16,166.2975
2.16,166.2975
2.16,166.2975
2.16,166.2975
2.17,166.2975
2.17,166.2975
2.17,166.2975
2.17,166.2975
2.17,166.2975
2.17,166.2975
2.17,166.2975
2.17,166.2975
2.17,166.2975
2.17,166.2975
2.18,166.2975
2.18,166.2975
2.18,166.44
2.18,169.005
2.18,167.01
2.18,167.295
2.18,164.8725
2.18,166.725
2.18,166.44
2.18,166.2975
2.19,166.2975
2.19,166.2975
2.19,166.44
2.19,166.725
2.19,169.005
2.19,164.8725
2.19,170.145
2.19,167.01
2.19,168.2925
2.19,168.5775
2.2,168.5775
2.2,168.5775
2.2,168.5775
2.2,168.15
2.2,167.58
2.2,164.8725
2.2,166.44
2.2,166.2975
2.2,166.44
2.2,166.725
2.21,166.725
2.21,166.725
2.21,169.005
2.21,167.01
2.21,169.575
2.21,164.73
2.21,168.0075
2.21,168.0075
2.21,170.145
2.21,164.73
2.22,168.0075
2.22,164.8725
2.22,166.725
2.22,166.725
2.22,169.005
2.22,167.01
2.22,169.575
2.22,164.73
2.22,168.0075
2.22,168.0075
2.23,168.2925
2.23,168.5775
2.23,168.5775
2.23,168.5775
2.23,168.5775
2.23,168.15
2.23,167.865
2.23,167.865
2.23,167.865
2.23,167.865
2.24,167.58
2.24,165.1575
2.24,170.145
2.24,167.01
2.24,168.2925
2.24,168.5775
2.24,168.5775
2.24,168.5775
2.24,168.5775
2.24,168.5775
2.25,168.5775
2.25,168.5775
2.25,168.5775
2.25,168.5775
2.25,168.5775
2.25,168.5775
2.25,168.5775
2.25,168.5775
2.25,168.5775
2.25,168.5775
2.26,168.5775
2.26,168.5775
2.26,168.5775
2.26,168.5775
2.26,168.5775
2.26,168.5775
2.26,168.5775
2.26,168.5775
2.26,168.5775
2.26,168.5775
2.27,168.5775
2.27,168.5775
2.27,168.5775
2.27,168.5775
2.27,168.5775
2.27,168.5775
2.27,168.5775
2.27,168.5775
2.27,168.5775
2.27,168.5775
2.28,168.5775
2.28,168.5775
2.28,168.5775
2.28,168.5775
2.28,168.5775
2.28,168.5775
2.28,168.5775
2.28,168.5775
2.28,168.5775
2.28,168.5775
2.29,168.5775
2.29,168.5775
2.29,168.5775
2.29,168.5775
2.29,168.5775
2.29,168.5775
2.29,168.5775
2.29,168.5775
2.29,168.5775
2.29,168.5775
2.3,168.5775
2.3,168.5775
2.3,168.5775
2.3,168.5775
2.3,168.5775
2.3,168.5775
2.3,168.5775
2.3,168.5775
2.3,168.5775
2.3,168.5775
2.31,168.5775
2.31,168.5775
2.31,168.5775
2.31,168.5775
2.31,168.5775
2.31,168.5775
2.31,168.5775
2.31,168.5775
2.31,168.5775
2.31,168.5775
2.32,168.5775
2.32,168.5775
2.32,168.5775
2.32,168.5775
2.32,168.5775
2.32,168.5775
2.32,168.5775
2.32,168.5775
2.32,168.5775
2.32,168.5775
2.33,168.5775
2.33,168.5775
2.33,168.5775
2.33,168.5775
2.33,168.5775
2.33,168.5775
2.33,168.5775
2.33,168.5775
2.33,168.5775
2.33,168.5775
2.34,168.5775
2.34,168.5775
2.34,168.5775
2.34,168.5775
2.34,168.5775
2.34,168.5775
2.34,168.5775
2.34,168.5775
2.34,168.5775
2.34,168.72
2.35,171.1425
2.35,168.72
2.35,169.005
2.35,168.72
2.35,168.5775
2.35,168.5775
2.35,168.5775
2.35,168.5775
2.35,168.5775
2.35,168.5775
2.36,168.5775
2.36,168.72
2.36,171.1425
2.36,171
2.36,169.29
2.36,169.4325
2.36,169.86
2.36,170.145
2.36,170.145
2.36,170.145
2.37,169.86
2.37,168.72
2.37,170.0025
2.37,167.01
2.37,169.1475
2.37,169.1475
2.37,169.1475
2.37,171.285
2.37,169.29
2.37,169.7175
2.38,169.29
2.38,169.29
2.38,169.29
2.38,171
2.38,169.29
2.38,169.4325
2.38,169.4325
2.38,168.72
2.38,170.0025
2.38,167.01
2.39,169.1475
2.39,169.1475
2.39,171.285
2.39,169.29
2.39,169.86
2.39,170.2875
2.39,170.5725
2.39,170.2875
2.39,169.86
2.39,167.01
2.4,171.285
2.4,169.29
2.4,169.4325
2.4,171
2.4,167.01
2.4,168.72
2.4,168.5775
2.4,168.5775
2.4,171
2.4,169.29
2.41,169.86
2.41,170.145
2.41,169.86
2.41,167.01
2.41,169.1475
2.41,171.285
2.41,169.29
2.41,169.86
2.41,170.145
2.41,170.2875
2.42,170.2875
2.42,167.7225
2.42,170.0025
2.42,171
2.42,169.29
2.42,169.4325
2.42,169.86
2.42,170.2875
2.42,170.5725
2.42,170.5725
2.43,170.5725
2.43,170.5725
2.43,170.5725
2.43,170.2875
2.43,170.145
2.43,169.86
2.43,169.29
2.43,167.01
2.43,170.0025
2.43,169.7175
2.44,170.2875
2.44,170.5725
2.44,170.5725
2.44,170.5725
2.44,170.5725
2.44,170.2875
2.44,170.145
2.44,169.86
2.44,169.7175
2.44,169.86
2.45,170.145
2.45,170.145
2.45,170.145
2.45,170.145
2.45,170.145
2.45,170.2875
2.45,170.5725
2.45,170.5725
2.45,170.5725
2.45,170.5725
2.46,170.2875
2.46,167.7225
2.46,170.0025
2.46,170.0025
2.46,170.2875
2.46,170.2875
2.46,170.145
2.46,170.145
2.46,170.145
2.46,170.2875
2.47,170.5725
2.47,170.5725
2.47,170.5725
2.47,170.5725
2.47,170.5725
2.47,170.2875
2.47,170.145
2.47,170.145
2.47,170.145
2.47,170.2875
2.48,170.2875
2.48,167.7225
2.48,170.0025
2.48,170.0025
2.48,170.2875
2.48,170.5725
2.48,170.5725
2.48,170.2875
2.48,170.145
2.48,170.145
2.49,170.145
2.49,170.145
2.49,170.145
2.49,170.145
2.49,170.145
2.49,170.2875
2.49,170.5725
2.49,170.5725
2.49,170.5725
2.49,170.5725
2.5,170.5725
2.5,170.5725
2.5,170.5725
2.5,170.5725
2.5,170.5725
2.5,170.5725
2.5,170.5725
2.5,170.2875
2.5,169.86
2.5,167.295
2.51,170.0025
2.51,169.7175
2.51,170.2875
2.51,170.5725
2.51,170.5725
2.51,170.5725
2.51,170.5725
2.51,170.5725
2.51,170.5725
2.51,170.5725
2.52,170.5725
2.52,170.5725
2.52,170.5725
2.52,170.5725
2.52,170.5725
2.52,170.5725
2.52,170.5725
2.52,170.5725
2.52,170.5725
2.52,170.5725
2.53,170.5725
2.53,170.5725
2.53,170.5725
2.53,170.5725
2.53,170.5725
2.53,170.5725
2.53,170.5725
2.53,170.5725
2.53,170.5725
2.53,170.2875
2.54,169.86
2.54,167.295
2.54,170.0025
2.54,169.7175
2.54,170.2875
2.54,170.5725
2.54,170.5725
2.54,170.5725
2.54,170.5725
2.54,170.5725
2.55,170.5725
2.55,170.5725
2.55,170.5725
2.55,170.5725
2.55,170.5725
2.55,170.5725
2.55,170.5725
2.55,170.5725
2.55,170.5725
2.55,170.5725
2.56,170.5725
2.56,170.5725
2.56,170.5725
2.56,170.5725
2.56,170.5725
2.56,170.5725
2.56,170.5725
2.56,170.5725
2.56,170.5725
2.56,170.2875
2.57,170.145
2.57,170.145
2.57,170.145
2.57,170.2875
2.57,170.5725
2.57,170.5725
2.57,170.5725
2.57,170.5725
2.57,170.5725
2.57,170.5725
2.58,170.2875
2.58,167.7225
2.58,170.0025
2.58,168.72
2.58,170.0025
2.58,170.0025
2.58,170.2875
2.58,170.5725
2.58,170.5725
2.58,170.5725
2.59,170.2875
2.59,167.7225
2.59,170.0025
2.59,170.0025
2.59,170.2875
2.59,170.5725
2.59,170.5725
2.59,170.2875
2.59,170.145
2.59,170.145
2.6,170.145
2.6,170.2875
2.6,170.5725
2.6,170.5725
2.6,170.5725
2.6,170.5725
2.6,170.5725
2.6,170.5725
2.6,170.5725
2.6,170.5725
2.61,170.5725
2.61,170.5725
2.61,170.5725
2.61,170.5725
2.61,170.5725
2.61,170.5725
2.61,170.5725
2.61,170.5725
2.61,170.5725
2.61,170.5725
2.62,170.5725
2.62,170.5725
2.62,170.5725
2.62,170.5725
2.62,170.5725
2.62,170.5725
2.62,170.5725
2.62,170.5725
2.62,170.5725
2.62,170.5725
2.63,170.2875
2.63,167.4375
2.63,170.0025
