
time us	Current kA										 
-0.406, 0
-0.405, 0
-0.404, 0
-0.403, 0
-0.402, 0
-0.401, 0
-0.4, 0, 
-0.399, 0
-0.398, 0
-0.397, 0
-0.396, 0
-0.395, 0
-0.394, 0
-0.393, 0
-0.392, 0
-0.391, 0
-0.39, 0
-0.389, 0
-0.388, 0
-0.387, 0
-0.386, 0
-0.385, 0
-0.384, 0
-0.383, 0
-0.382, 0
-0.381, 0
-0.38, 0
-0.379, 0
-0.378, 0
-0.377, 0
-0.376, 0
-0.375, 0
-0.374, 0
-0.373, 0
-0.372, 0
-0.371, 0
-0.37, 0
-0.369, 0
-0.368, 0
-0.367, 0
-0.366, 0
-0.365, 0
-0.364, 0
-0.363, 0
-0.362, 0
-0.361, 0
-0.36, 0
-0.359, 0
-0.358, 0
-0.357, 0
-0.356, 0
-0.355, 9.375
-0.354, 9.375
-0.353, 9.375
-0.352, 0
-0.351, 0
-0.35, 0
-0.349, 0
-0.348, 0
-0.347, 0
-0.346, 0
-0.345, 0
-0.344, 0
-0.343, 0
-0.342, 0
-0.341, 0
-0.34, 0
-0.339, 0
-0.338, 0
-0.337, 0
-0.336, 0
-0.335, 0
-0.334, 0
-0.333, 0
-0.332, 0
-0.331, 0
-0.33, 0
-0.329, 0
-0.328, 0
-0.327, 0
-0.326, 0
-0.325, 9.375
-0.324, 9.375
-0.323, 9.375
-0.322, 0
-0.321, 0
-0.32, 0
-0.319, 0
-0.318, 0
-0.317, 0
-0.316, 0
-0.315, 0
-0.314, 0
-0.313, 0
-0.312, 0
-0.311, 0
-0.31, 0
-0.309, 0
-0.308, 0
-0.307, 0
-0.306, 0
-0.305, 0
-0.304, 0
-0.303, 0
-0.302, 0
-0.301, 0
-0.3, 0
-0.299, 0
-0.298, 0
-0.297, 0
-0.296, 0
-0.295, 0
-0.294, 0
-0.293, 0
-0.292, 0
-0.291, 0
-0.29, 0
-0.289, 0
-0.288, 0
-0.287, 9.375
-0.286, 9.375
-0.285, 9.375
-0.284, 0
-0.283, 0
-0.282, 0
-0.281, 0
-0.28, 0
-0.279, 0
-0.278, 0
-0.277, 0
-0.276, 0
-0.275, 0
-0.274, 0
-0.273, 0
-0.272, 0
-0.271, 0
-0.27, 0
-0.269, 0
-0.268, 0
-0.267, 0
-0.266, 0
-0.265, 0
-0.264, 0
-0.263, 0
-0.262, 0
-0.261, 0
-0.26, 0
-0.259, 0
-0.258, 0
-0.257, 0
-0.256, 0
-0.255, 9.375
-0.254, 9.375
-0.253, 9.375
-0.252, 0
-0.251, 0
-0.25, 0
-0.249, 0
-0.248, 0
-0.247, 0
-0.246, 0
-0.245, 0
-0.244, 0
-0.243, 0
-0.242, 0
-0.241, 0
-0.24, 0
-0.239, 0
-0.238, 0
-0.237, 0
-0.236, 0
-0.235, 0
-0.234, 0
-0.233, 0
-0.232, 0
-0.231, 0
-0.23, 0
-0.229, 0
-0.228, 0
-0.227, 0
-0.226, 0
-0.225, 0
-0.224, 0
-0.223, 0
-0.222, 0
-0.221, 0
-0.22, 0
-0.219, 0
-0.218, 0
-0.217, 0
-0.216, 0
-0.215, 0
-0.214, 0
-0.213, 0
-0.212, 0
-0.211, 0
-0.21, 0
-0.209, 0
-0.208, 0
-0.207, 0
-0.206, 0
-0.205, 0
-0.204, 0
-0.203, 0
-0.202, 0
-0.201, 0
-0.2, 0
-0.199, 0
-0.198, 0
-0.197, 0
-0.196, 0
-0.195, 0
-0.194, 0
-0.193, 0
-0.192, 0
-0.191, 0
-0.19, 0
-0.189, 0
-0.188, 0
-0.187, 9.375
-0.186, 9.375
-0.185, 9.375
-0.184, 0
-0.183, 0
-0.182, 0
-0.181, 0
-0.18, 0
-0.179, 0
-0.178, 0
-0.177, 0
-0.176, 0
-0.175, 0
-0.174, 0
-0.173, 0
-0.172, 0
-0.171, 0
-0.17, 0
-0.169, 0
-0.168, 0
-0.167, 0
-0.166, 0
-0.165, 0
-0.164, 0
-0.163, 0
-0.162, 0
-0.161, 0
-0.16, 0
-0.159, 0
-0.158, 0
-0.157, 0
-0.156, 0
-0.155, 0
-0.154, 0
-0.153, 0
-0.152, 0
-0.151, 0
-0.15, 0
-0.149, 0
-0.148, 0
-0.147, 0
-0.146, 0
-0.145, 0
-0.144, 0
-0.143, 0
-0.142, 0
-0.141, 0
-0.14, 0
-0.139, 0
-0.138, 0
-0.137, 0
-0.136, 0
-0.135, 0
-0.134, 0
-0.133, 0
-0.132, 0
-0.131, 0
-0.13, 0
-0.129, 0
-0.128, 0
-0.127, 0
-0.126, 0
-0.125, 0
-0.124, 0
-0.123, 0
-0.122, 0
-0.121, 0
-0.12, 0
-0.119, 0
-0.118, 0
-0.117, 9.375
-0.116, 9.375
-0.115, 9.375
-0.114, 0
-0.113, 0
-0.112, 0
-0.111, 0
-0.11, 0
-0.109, 0
-0.108, 0
-0.107, 9.375
-0.106, 9.375
-0.105, 9.375
-0.104, 0
-0.103, 0
-0.102, 0
-0.101, 0
-0.1, 0
-0.099, 0
-0.098, 0
-0.097, 0
-0.096, 0
-0.095, 9.375
-0.094, 9.375
-0.093, 9.375
-0.092, 0
-0.091, 0
-0.09, 9.375
-0.089, 18.75
-0.088, 0
-0.087, 9.375
-0.086, 9.375
-0.085, 9.375
-0.084, 0
-0.083, 0
-0.082, 0
-0.081, 9.375
-0.08, 9.375
-0.079, 9.375
-0.078, 0
-0.077, 0
-0.076, 0
-0.075, 0
-0.074, 0
-0.073, 0
-0.072, 0
-0.071, 0
-0.07, 9.375
-0.069, 18.75
-0.068, 0
-0.067, 9.375
-0.066, 9.375
-0.065, 9.375
-0.064, 0
-0.063, 0
-0.062, 9.375
-0.061, 18.75
-0.06, 9.375
-0.059, 0
-0.058, 0
-0.057, 9.375
-0.056, 9.375
-0.055, 9.375
-0.054, 0
-0.053, 0
-0.052, 0
-0.051, 0
-0.05, 0
-0.049, 0
-0.048, 0
-0.047, 9.375
-0.046, 9.375
-0.045, 9.375
-0.044, 9.375
-0.043, 9.375
-0.042, 9.375
-0.041, 18.75
-0.04, 0
-0.039, 0
-0.038, 0
-0.037, 9.375
-0.036, 9.375
-0.035, 9.375
-0.034, 18.75
-0.033, 18.75
-0.032, 28.125
-0.031, 18.75
-0.03, 9.375
-0.029, 18.75
-0.028, 9.375
-0.027, 18.75
-0.026, 18.75
-0.025, 9.375
-0.024, 18.75
-0.023, 9.375
-0.022, 9.375
-0.021, 9.375
-0.02, 0
-0.019, 18.75
-0.018, 9.375
-0.017, 0
-0.016, 0
-0.015, 0
-0.014, 0
-0.013, -9.375
-0.012, -9.375
-0.011, -9.375
-0.01, -9.375
-0.009, -9.375
-0.008, -9.375
-0.007, 0
-0.006, -9.375
-0.005, 56.265
-0.004, 18.75
-0.003, 56.265
-0.002, 65.625
-0.001, 37.5
-7.43E-08, 37.5
0.0009999, 0
0.002, -9.375
0.003, 37.5
0.004, -9.375
0.005, 0
0.006, 9.375
0.007, -9.375
0.008, 46.875
0.009, 75.015
0.01, 0
0.011, 56.265
0.012, 37.5
0.013, 18.75
0.014, 0
0.015, 37.5
0.016, 37.5
0.017, -9.375
0.018, 9.375
0.019, 93.765
0.02, 0
0.021, 18.75
0.022, 46.875
0.023, 9.375
0.024, -9.375
0.025, 37.5
0.026, 18.75
0.027, -9.375
0.028, -9.375
0.029, 18.75
0.03, 18.75
0.031, -9.375
0.032, -9.375
0.033, 18.75
0.034, -9.375
0.035, 9.375
0.036, 28.125
0.037, 0
0.038, -9.375
0.039, 37.5
0.04, 56.265
0.041, 56.265
0.042, 18.75
0.043, 46.875
0.044, 65.625
0.045, 37.5
0.046, 18.75
0.047, 18.75
0.048, 28.125
0.049, 37.5
0.05, 28.125
0.051, 18.75
0.052, 18.75
0.053, 9.375
0.054, 9.375
0.055, 0
0.056, -9.375
0.057, -9.375
0.058, -9.375
0.059, 9.375
0.06, -9.375
0.061, -9.375
0.062, -9.375
0.063, 0
0.064, 9.375
0.065, 0
0.066, 9.375
0.067, 46.875
0.068, 28.125
0.069, 18.75
0.07, 37.5
0.071, 37.5
0.072, 28.125
0.073, 56.265
0.074, 46.875
0.075, 18.75
0.076, 37.5
0.077, 46.875
0.078, 46.875
0.079, 28.125
0.08, 0
0.081, 18.75
0.082, 18.75
0.083, 9.375
0.084, 9.375
0.085, 0
0.086, -9.375
0.087, 0
0.088, 18.75
0.089, 18.75
0.09, -9.375
0.091, 0
0.092, 9.375
0.093, 0
0.094, 0
0.095, 18.75
0.096, 0
0.097, 9.375
0.098, 28.125
0.099, 46.875
0.1, 28.125
0.101, 18.75
0.102, 28.125
0.103, 46.875
0.104, 28.125
0.105, 28.125
0.106, 18.75
0.107, 18.75
0.108, 28.125
0.109, 37.5
0.11, 18.75
0.111, 18.75
0.112, 0
0.113, 18.75
0.114, 18.75
0.115, 18.75
0.116, 18.75
0.117, 18.75
0.118, 9.375
0.119, 18.75
0.12, 18.75
0.121, 18.75
0.122, 18.75
0.123, 18.75
0.124, 18.75
0.125, 37.5
0.126, 18.75
0.127, 18.75
0.128, 18.75
0.129, 37.5
0.13, 9.375
0.131, 37.5
0.132, 37.5
0.133, 18.75
0.134, 9.375
0.135, 56.265
0.136, 46.875
0.137, 9.375
0.138, 18.75
0.139, 46.875
0.14, 28.125
0.141, 18.75
0.142, 37.5
0.143, 18.75
0.144, 0
0.145, 18.75
0.146, 28.125
0.147, 18.75
0.148, 18.75
0.149, 18.75
0.15, 0
0.151, 18.75
0.152, 28.125
0.153, 18.75
0.154, 18.75
0.155, 18.75
0.156, 18.75
0.157, 18.75
0.158, 28.125
0.159, 37.5
0.16, 28.125
0.161, 18.75
0.162, 28.125
0.163, 28.125
0.164, 37.5
0.165, 46.875
0.166, 37.5
0.167, 37.5
0.168, 37.5
0.169, 18.75
0.17, 28.125
0.171, 46.875
0.172, 28.125
0.173, 28.125
0.174, 18.75
0.175, 18.75
0.176, 28.125
0.177, 28.125
0.178, 28.125
0.179, 18.75
0.18, 18.75
0.181, 18.75
0.182, 28.125
0.183, 18.75
0.184, 9.375
0.185, 18.75
0.186, 18.75
0.187, 18.75
0.188, 18.75
0.189, 18.75
0.19, 18.75
0.191, 28.125
0.192, 28.125
0.193, 37.5
0.194, 18.75
0.195, 37.5
0.196, 37.5
0.197, 37.5
0.198, 46.875
0.199, 46.875
0.2, 46.875
0.201, 46.875
0.202, 37.5
0.203, 37.5
0.204, 37.5
0.205, 28.125
0.206, 28.125
0.207, 28.125
0.208, 28.125
0.209, 28.125
0.21, 28.125
0.211, 18.75
0.212, 18.75
0.213, 18.75
0.214, 9.375
0.215, 18.75
0.216, 28.125
0.217, 18.75
0.218, 28.125
0.219, 37.5
0.22, 18.75
0.221, 18.75
0.222, 37.5
0.223, 37.5
0.224, 46.875
0.225, 46.875
0.226, 46.875
0.227, 37.5
0.228, 46.875
0.229, 56.265
0.23, 46.875
0.231, 46.875
0.232, 46.875
0.233, 56.265
0.234, 46.875
0.235, 37.5
